;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/6/2010 11:21:07 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0F36       [1]    TXB1D0
0x0F36       [0]    TXB1D03_bit
0x0F36       [0]    TXB1D04_bit
0x0F36       [0]    TXB1D02_bit
0x0F36       [0]    TXB1D01_bit
0x0F36       [0]    TXB1D00_bit
0x0F36       [0]    TXB1D07_bit
0x0F36       [0]    TXB1D06_bit
0x0F36       [0]    TXB1D05_bit
0x0F37       [0]    TXB1D13_bit
0x0F37       [1]    TXB1D1
0x0F37       [0]    TXB1D15_bit
0x0F37       [0]    TXB1D17_bit
0x0F37       [0]    TXB1D10_bit
0x0F37       [0]    TXB1D11_bit
0x0F37       [0]    TXB1D16_bit
0x0F37       [0]    TXB1D12_bit
0x0F37       [0]    TXB1D14_bit
0x0F38       [0]    TXB1D21_bit
0x0F38       [0]    TXB1D22_bit
0x0F38       [0]    TXB1D26_bit
0x0F38       [0]    TXB1D27_bit
0x0F38       [0]    TXB1D20_bit
0x0F38       [1]    TXB1D2
0x0F38       [0]    TXB1D23_bit
0x0F38       [0]    TXB1D24_bit
0x0F38       [0]    TXB1D25_bit
0x0F39       [0]    TXB1D32_bit
0x0F39       [0]    TXB1D33_bit
0x0F39       [0]    TXB1D35_bit
0x0F39       [0]    TXB1D31_bit
0x0F39       [0]    TXB1D37_bit
0x0F39       [0]    TXB1D34_bit
0x0F39       [0]    TXB1D30_bit
0x0F39       [1]    TXB1D3
0x0F39       [0]    TXB1D36_bit
0x0F3A       [0]    TXB1D44_bit
0x0F3A       [0]    TXB1D47_bit
0x0F3A       [0]    TXB1D46_bit
0x0F3A       [1]    TXB1D4
0x0F3A       [0]    TXB1D42_bit
0x0F3A       [0]    TXB1D43_bit
0x0F3A       [0]    TXB1D40_bit
0x0F3A       [0]    TXB1D41_bit
0x0F3A       [0]    TXB1D45_bit
0x0F3B       [1]    TXB1D5
0x0F3B       [0]    TXB1D52_bit
0x0F3B       [0]    TXB1D57_bit
0x0F3B       [0]    TXB1D51_bit
0x0F3B       [0]    TXB1D50_bit
0x0F3B       [0]    TXB1D54_bit
0x0F3B       [0]    TXB1D53_bit
0x0F3B       [0]    TXB1D56_bit
0x0F3B       [0]    TXB1D55_bit
0x0F3C       [1]    TXB1D6
0x0F3C       [0]    TXB1D65_bit
0x0F3C       [0]    TXB1D63_bit
0x0F3C       [0]    TXB1D67_bit
0x0F3C       [0]    TXB1D61_bit
0x0F3C       [0]    TXB1D62_bit
0x0F3C       [0]    TXB1D66_bit
0x0F3C       [0]    TXB1D64_bit
0x0F3C       [0]    TXB1D60_bit
0x0F3D       [1]    TXB1D7
0x0F3D       [0]    TXB1D70_bit
0x0F3D       [0]    TXB1D71_bit
0x0F3D       [0]    TXB1D77_bit
0x0F3D       [0]    TXB1D73_bit
0x0F3D       [0]    TXB1D72_bit
0x0F3D       [0]    TXB1D76_bit
0x0F3D       [0]    TXB1D75_bit
0x0F3D       [0]    TXB1D74_bit
0x0F3E       [0]    ICODE3_CANSTAT_RO2_bit
0x0F3E       [0]    ICODE4_CANSTAT_RO2_bit
0x0F3E       [0]    ICODE2_CANSTAT_RO2_bit
0x0F3E       [0]    ICODE0_CANSTAT_RO2_bit
0x0F3E       [0]    ICODE1_CANSTAT_RO2_bit
0x0F3E       [0]    REQOP2_CANSTAT_RO2_bit
0x0F3E       [1]    CANSTAT_RO2
0x0F3E       [0]    OPMODE_CANSTAT_RO2_bit
0x0F3E       [0]    REQOP1_CANSTAT_RO2_bit
0x0F3F       [0]    REQOP0_CANCON_RO2_bit
0x0F3F       [0]    REQOP1_CANCON_RO2_bit
0x0F3F       [0]    REQOP2_CANCON_RO2_bit
0x0F3F       [0]    WIN1_CANCON_RO2_bit
0x0F3F       [0]    WIN0_CANCON_RO2_bit
0x0F3F       [0]    ABAT_CANCON_RO2_bit
0x0F3F       [0]    WIN2_CANCON_RO2_bit
0x0F3F       [1]    CANCON_RO2
0x0F40       [1]    TXB0CON
0x0F40       [0]    TXBIF_TXB0CON_bit
0x0F40       [0]    TXPRI0_TXB0CON_bit
0x0F40       [0]    TXABT_TXB0CON_bit
0x0F40       [0]    TXREQ_TXB0CON_bit
0x0F40       [0]    TXERR_TXB0CON_bit
0x0F40       [0]    TXLARB_TXB0CON_bit
0x0F40       [0]    TXPRI1_TXB0CON_bit
0x0F41       [0]    SID7_TXB0SIDH_bit
0x0F41       [0]    SID8_TXB0SIDH_bit
0x0F41       [0]    SID4_TXB0SIDH_bit
0x0F41       [0]    SID5_TXB0SIDH_bit
0x0F41       [0]    SID6_TXB0SIDH_bit
0x0F41       [0]    SID3_TXB0SIDH_bit
0x0F41       [1]    TXB0SIDH
0x0F41       [0]    SID10_TXB0SIDH_bit
0x0F41       [0]    SID9_TXB0SIDH_bit
0x0F42       [0]    SID0_TXB0SIDL_bit
0x0F42       [0]    EXIDE_TXB0SIDL_bit
0x0F42       [1]    TXB0SIDL
0x0F42       [0]    EID17_TXB0SIDL_bit
0x0F42       [0]    SID2_TXB0SIDL_bit
0x0F42       [0]    SID1_TXB0SIDL_bit
0x0F42       [0]    EID16_TXB0SIDL_bit
0x0F43       [0]    EID10_TXB0EIDH_bit
0x0F43       [0]    EID9_TXB0EIDH_bit
0x0F43       [0]    EID8_TXB0EIDH_bit
0x0F43       [0]    EID13_TXB0EIDH_bit
0x0F43       [0]    EID14_TXB0EIDH_bit
0x0F43       [0]    EID15_TXB0EIDH_bit
0x0F43       [1]    TXB0EIDH
0x0F43       [0]    EID11_TXB0EIDH_bit
0x0F43       [0]    EID12_TXB0EIDH_bit
0x0F44       [0]    EID3_TXB0EIDL_bit
0x0F44       [0]    EID4_TXB0EIDL_bit
0x0F44       [0]    EID5_TXB0EIDL_bit
0x0F44       [0]    EID7_TXB0EIDL_bit
0x0F44       [0]    EID6_TXB0EIDL_bit
0x0F44       [0]    EID0_TXB0EIDL_bit
0x0F44       [1]    TXB0EIDL
0x0F44       [0]    EID2_TXB0EIDL_bit
0x0F44       [0]    EID1_TXB0EIDL_bit
0x0F45       [0]    DLC1_TXB0DLC_bit
0x0F45       [0]    DLC0_TXB0DLC_bit
0x0F45       [0]    DLC2_TXB0DLC_bit
0x0F45       [1]    TXB0DLC
0x0F45       [0]    TXRTR_TXB0DLC_bit
0x0F45       [0]    DLC3_TXB0DLC_bit
0x0F46       [0]    TXB0D05_bit
0x0F46       [0]    TXB0D04_bit
0x0F46       [0]    TXB0D07_bit
0x0F46       [0]    TXB0D06_bit
0x0F46       [0]    TXB0D03_bit
0x0F46       [1]    TXB0D0
0x0F46       [0]    TXB0D00_bit
0x0F46       [0]    TXB0D02_bit
0x0F46       [0]    TXB0D01_bit
0x0F47       [0]    TXB0D14_bit
0x0F47       [0]    TXB0D11_bit
0x0F47       [0]    TXB0D15_bit
0x0F47       [0]    TXB0D12_bit
0x0F47       [1]    TXB0D1
0x0F47       [0]    TXB0D13_bit
0x0F47       [0]    TXB0D10_bit
0x0F47       [0]    TXB0D17_bit
0x0F47       [0]    TXB0D16_bit
0x0F48       [0]    TXB0D21_bit
0x0F48       [0]    TXB0D20_bit
0x0F48       [1]    TXB0D2
0x0F48       [0]    TXB0D27_bit
0x0F48       [0]    TXB0D22_bit
0x0F48       [0]    TXB0D24_bit
0x0F48       [0]    TXB0D23_bit
0x0F48       [0]    TXB0D26_bit
0x0F48       [0]    TXB0D25_bit
0x0F49       [0]    TXB0D36_bit
0x0F49       [0]    TXB0D35_bit
0x0F49       [1]    TXB0D3
0x0F49       [0]    TXB0D37_bit
0x0F49       [0]    TXB0D34_bit
0x0F49       [0]    TXB0D31_bit
0x0F49       [0]    TXB0D30_bit
0x0F49       [0]    TXB0D33_bit
0x0F49       [0]    TXB0D32_bit
0x0F4A       [0]    TXB0D46_bit
0x0F4A       [0]    TXB0D45_bit
0x0F4A       [1]    TXB0D4
0x0F4A       [0]    TXB0D47_bit
0x0F4A       [0]    TXB0D41_bit
0x0F4A       [0]    TXB0D40_bit
0x0F4A       [0]    TXB0D42_bit
0x0F4A       [0]    TXB0D44_bit
0x0F4A       [0]    TXB0D43_bit
0x0F4B       [0]    TXB0D56_bit
0x0F4B       [0]    TXB0D57_bit
0x0F4B       [1]    TXB0D5
0x0F4B       [0]    TXB0D55_bit
0x0F4B       [0]    TXB0D51_bit
0x0F4B       [0]    TXB0D52_bit
0x0F4B       [0]    TXB0D50_bit
0x0F4B       [0]    TXB0D54_bit
0x0F4B       [0]    TXB0D53_bit
0x0F4C       [0]    TXB0D66_bit
0x0F4C       [0]    TXB0D67_bit
0x0F4C       [1]    TXB0D6
0x0F4C       [0]    TXB0D62_bit
0x0F4C       [0]    TXB0D61_bit
0x0F4C       [0]    TXB0D60_bit
0x0F4C       [0]    TXB0D65_bit
0x0F4C       [0]    TXB0D64_bit
0x0F4C       [0]    TXB0D63_bit
0x0F4D       [0]    TXB0D75_bit
0x0F4D       [0]    TXB0D74_bit
0x0F4D       [0]    TXB0D77_bit
0x0F4D       [0]    TXB0D76_bit
0x0F4D       [0]    TXB0D73_bit
0x0F4D       [0]    TXB0D70_bit
0x0F4D       [1]    TXB0D7
0x0F4D       [0]    TXB0D72_bit
0x0F4D       [0]    TXB0D71_bit
0x0F4E       [0]    ICODE2_CANSTAT_RO1_bit
0x0F4E       [0]    ICODE3_CANSTAT_RO1_bit
0x0F4E       [0]    ICODE0_CANSTAT_RO1_bit
0x0F4E       [0]    ICODE1_CANSTAT_RO1_bit
0x0F4E       [0]    ICODE4_CANSTAT_RO1_bit
0x0F4E       [0]    REQOP2_CANSTAT_RO1_bit
0x0F4E       [1]    CANSTAT_RO1
0x0F4E       [0]    OPMODE_CANSTAT_RO1_bit
0x0F4E       [0]    REQOP1_CANSTAT_RO1_bit
0x0F4F       [0]    REQOP1_CANCON_RO1_bit
0x0F4F       [0]    REQOP2_CANCON_RO1_bit
0x0F4F       [1]    CANCON_RO1
0x0F4F       [0]    REQOP0_CANCON_RO1_bit
0x0F4F       [0]    WIN1_CANCON_RO1_bit
0x0F4F       [0]    WIN0_CANCON_RO1_bit
0x0F4F       [0]    ABAT_CANCON_RO1_bit
0x0F4F       [0]    WIN2_CANCON_RO1_bit
0x0F50       [0]    RXFUL_RXB1CON_bit
0x0F50       [0]    RXM1_RXB1CON_bit
0x0F50       [0]    RXM0_bit
0x0F50       [0]    RTRRO_RXB1CON_bit
0x0F50       [0]    FILHIT4_RXB1CON_bit
0x0F50       [0]    FILHIT3_RXB1CON_bit
0x0F50       [0]    RXRTRRO_RXB1CON_bit
0x0F50       [0]    FILHIT0_RXB1CON_bit
0x0F50       [1]    RXB1CON
0x0F50       [0]    FILHIT1_RXB1CON_bit
0x0F50       [0]    FILHIT2_RXB1CON_bit
0x0F51       [0]    SID6_RXB1SIDH_bit
0x0F51       [0]    SID7_RXB1SIDH_bit
0x0F51       [0]    SID8_RXB1SIDH_bit
0x0F51       [0]    SID10_RXB1SIDH_bit
0x0F51       [0]    SID9_RXB1SIDH_bit
0x0F51       [0]    SID3_RXB1SIDH_bit
0x0F51       [1]    RXB1SIDH
0x0F51       [0]    SID5_RXB1SIDH_bit
0x0F51       [0]    SID4_RXB1SIDH_bit
0x0F52       [0]    SID0_RXB1SIDL_bit
0x0F52       [0]    SRR_RXB1SIDL_bit
0x0F52       [0]    SID2_RXB1SIDL_bit
0x0F52       [0]    SID1_RXB1SIDL_bit
0x0F52       [0]    EID16_RXB1SIDL_bit
0x0F52       [1]    RXB1SIDL
0x0F52       [0]    EXID_RXB1SIDL_bit
0x0F52       [0]    EID17_RXB1SIDL_bit
0x0F53       [0]    EID14_RXB1EIDH_bit
0x0F53       [0]    EID13_RXB1EIDH_bit
0x0F53       [1]    RXB1EIDH
0x0F53       [0]    EID15_RXB1EIDH_bit
0x0F53       [0]    EID12_RXB1EIDH_bit
0x0F53       [0]    EID9_RXB1EIDH_bit
0x0F53       [0]    EID8_RXB1EIDH_bit
0x0F53       [0]    EID11_RXB1EIDH_bit
0x0F53       [0]    EID10_RXB1EIDH_bit
0x0F54       [0]    EID6_RXB1EIDL_bit
0x0F54       [0]    EID5_RXB1EIDL_bit
0x0F54       [1]    RXB1EIDL
0x0F54       [0]    EID7_RXB1EIDL_bit
0x0F54       [0]    EID0_RXB1EIDL_bit
0x0F54       [0]    EID1_RXB1EIDL_bit
0x0F54       [0]    EID2_RXB1EIDL_bit
0x0F54       [0]    EID4_RXB1EIDL_bit
0x0F54       [0]    EID3_RXB1EIDL_bit
0x0F55       [0]    RXRTR_RXB1DLC_bit
0x0F55       [0]    RB0_RXB1DLC_bit
0x0F55       [1]    RXB1DLC
0x0F55       [0]    RB1_RXB1DLC_bit
0x0F55       [0]    DLC2_RXB1DLC_bit
0x0F55       [0]    DLC1_RXB1DLC_bit
0x0F55       [0]    DLC0_RXB1DLC_bit
0x0F55       [0]    RESRB1_RXB1DLC_bit
0x0F55       [0]    RESRB0_RXB1DLC_bit
0x0F55       [0]    DLC3_RXB1DLC_bit
0x0F56       [0]    RXB1D04_bit
0x0F56       [0]    RXB1D03_bit
0x0F56       [0]    RXB1D06_bit
0x0F56       [0]    RXB1D05_bit
0x0F56       [0]    RXB1D00_bit
0x0F56       [1]    RXB1D0
0x0F56       [0]    RXB1D02_bit
0x0F56       [0]    RXB1D01_bit
0x0F56       [0]    RXB1D07_bit
0x0F57       [0]    RXB1D16_bit
0x0F57       [0]    RXB1D15_bit
0x0F57       [0]    RXB1D17_bit
0x0F57       [1]    RXB1D1
0x0F57       [0]    RXB1D14_bit
0x0F57       [0]    RXB1D11_bit
0x0F57       [0]    RXB1D10_bit
0x0F57       [0]    RXB1D13_bit
0x0F57       [0]    RXB1D12_bit
0x0F58       [0]    RXB1D24_bit
0x0F58       [0]    RXB1D23_bit
0x0F58       [0]    RXB1D22_bit
0x0F58       [0]    RXB1D27_bit
0x0F58       [0]    RXB1D26_bit
0x0F58       [0]    RXB1D25_bit
0x0F58       [1]    RXB1D2
0x0F58       [0]    RXB1D20_bit
0x0F58       [0]    RXB1D21_bit
0x0F59       [0]    RXB1D34_bit
0x0F59       [0]    RXB1D33_bit
0x0F59       [0]    RXB1D35_bit
0x0F59       [0]    RXB1D36_bit
0x0F59       [0]    RXB1D37_bit
0x0F59       [0]    RXB1D32_bit
0x0F59       [1]    RXB1D3
0x0F59       [0]    RXB1D30_bit
0x0F59       [0]    RXB1D31_bit
0x0F5A       [0]    RXB1D44_bit
0x0F5A       [0]    RXB1D43_bit
0x0F5A       [0]    RXB1D45_bit
0x0F5A       [0]    RXB1D47_bit
0x0F5A       [0]    RXB1D46_bit
0x0F5A       [0]    RXB1D40_bit
0x0F5A       [1]    RXB1D4
0x0F5A       [0]    RXB1D42_bit
0x0F5A       [0]    RXB1D41_bit
0x0F5B       [0]    RXB1D52_bit
0x0F5B       [0]    RXB1D53_bit
0x0F5B       [0]    RXB1D54_bit
0x0F5B       [1]    RXB1D5
0x0F5B       [0]    RXB1D50_bit
0x0F5B       [0]    RXB1D51_bit
0x0F5B       [0]    RXB1D55_bit
0x0F5B       [0]    RXB1D57_bit
0x0F5B       [0]    RXB1D56_bit
0x0F5C       [0]    RXB1D66_bit
0x0F5C       [0]    RXB1D65_bit
0x0F5C       [1]    RXB1D6
0x0F5C       [0]    RXB1D67_bit
0x0F5C       [0]    RXB1D64_bit
0x0F5C       [0]    RXB1D61_bit
0x0F5C       [0]    RXB1D60_bit
0x0F5C       [0]    RXB1D63_bit
0x0F5C       [0]    RXB1D62_bit
0x0F5D       [0]    RXB1D76_bit
0x0F5D       [0]    RXB1D75_bit
0x0F5D       [1]    RXB1D7
0x0F5D       [0]    RXB1D77_bit
0x0F5D       [0]    RXB1D71_bit
0x0F5D       [0]    RXB1D70_bit
0x0F5D       [0]    RXB1D72_bit
0x0F5D       [0]    RXB1D74_bit
0x0F5D       [0]    RXB1D73_bit
0x0F5E       [0]    REQOP1_CANSTAT_RO0_bit
0x0F5E       [0]    REQOP2_CANSTAT_RO0_bit
0x0F5E       [1]    CANSTAT_RO0
0x0F5E       [0]    OPMODE_CANSTAT_RO0_bit
0x0F5E       [0]    ICODE2_CANSTAT_RO0_bit
0x0F5E       [0]    ICODE1_CANSTAT_RO0_bit
0x0F5E       [0]    ICODE0_CANSTAT_RO0_bit
0x0F5E       [0]    ICODE3_CANSTAT_RO0_bit
0x0F5E       [0]    ICODE4_CANSTAT_RO0_bit
0x0F5F       [0]    REQOP0_CANCON_RO0_bit
0x0F5F       [0]    ABAT_CANCON_RO0_bit
0x0F5F       [0]    REQOP2_CANCON_RO0_bit
0x0F5F       [0]    REQOP1_CANCON_RO0_bit
0x0F5F       [0]    WIN0_CANCON_RO0_bit
0x0F5F       [1]    CANCON_RO0
0x0F5F       [0]    WIN1_CANCON_RO0_bit
0x0F5F       [0]    WIN2_CANCON_RO0_bit
0x0F60       [0]    RXM0_RXB0CON_bit
0x0F60       [0]    RXM1_RXB0CON_bit
0x0F60       [0]    RXRTRRO_RXB0CON_bit
0x0F60       [0]    JTOFF_bit
0x0F60       [0]    RXB0DBEN_bit
0x0F60       [0]    RXFUL_RXB0CON_bit
0x0F60       [0]    FILHIT4_RXB0CON_bit
0x0F60       [0]    RTRRO_RXB0CON_bit
0x0F60       [0]    FILHIT3_RXB0CON_bit
0x0F60       [0]    FILHIT1_RXB0CON_bit
0x0F60       [0]    FILHIT2_RXB0CON_bit
0x0F60       [1]    RXB0CON
0x0F60       [0]    RXBODBEN_bit
0x0F60       [0]    FILHIT0_RXB0CON_bit
0x0F61       [0]    SID8_RXB0SIDH_bit
0x0F61       [0]    SID9_RXB0SIDH_bit
0x0F61       [0]    SID10_RXB0SIDH_bit
0x0F61       [0]    SID7_RXB0SIDH_bit
0x0F61       [0]    SID4_RXB0SIDH_bit
0x0F61       [0]    SID3_RXB0SIDH_bit
0x0F61       [0]    SID6_RXB0SIDH_bit
0x0F61       [0]    SID5_RXB0SIDH_bit
0x0F61       [1]    RXB0SIDH
0x0F62       [0]    EXID_RXB0SIDL_bit
0x0F62       [0]    EID17_RXB0SIDL_bit
0x0F62       [0]    EID16_RXB0SIDL_bit
0x0F62       [0]    SID1_RXB0SIDL_bit
0x0F62       [0]    SID2_RXB0SIDL_bit
0x0F62       [0]    SRR_RXB0SIDL_bit
0x0F62       [0]    SID0_RXB0SIDL_bit
0x0F62       [1]    RXB0SIDL
0x0F63       [0]    EID11_RXB0EIDH_bit
0x0F63       [0]    EID10_RXB0EIDH_bit
0x0F63       [0]    EID9_RXB0EIDH_bit
0x0F63       [0]    EID12_RXB0EIDH_bit
0x0F63       [0]    EID15_RXB0EIDH_bit
0x0F63       [0]    EID14_RXB0EIDH_bit
0x0F63       [0]    EID13_RXB0EIDH_bit
0x0F63       [0]    EID8_RXB0EIDH_bit
0x0F63       [1]    RXB0EIDH
0x0F64       [0]    EID6_RXB0EIDL_bit
0x0F64       [0]    EID7_RXB0EIDL_bit
0x0F64       [0]    EID1_RXB0EIDL_bit
0x0F64       [0]    EID3_RXB0EIDL_bit
0x0F64       [0]    EID2_RXB0EIDL_bit
0x0F64       [0]    EID5_RXB0EIDL_bit
0x0F64       [0]    EID4_RXB0EIDL_bit
0x0F64       [1]    RXB0EIDL
0x0F64       [0]    EID0_RXB0EIDL_bit
0x0F65       [0]    RESRB0_RXB0DLC_bit
0x0F65       [0]    DLC2_RXB0DLC_bit
0x0F65       [0]    DLC3_RXB0DLC_bit
0x0F65       [0]    RB0_RXB0DLC_bit
0x0F65       [0]    RB1_RXB0DLC_bit
0x0F65       [0]    RESRB1_RXB0DLC_bit
0x0F65       [0]    RXRTR_RXB0DLC_bit
0x0F65       [1]    RXB0DLC
0x0F65       [0]    DLC0_RXB0DLC_bit
0x0F65       [0]    DLC1_RXB0DLC_bit
0x0F66       [0]    RXB0D07_bit
0x0F66       [0]    RXB0D03_bit
0x0F66       [0]    RXB0D02_bit
0x0F66       [0]    RXB0D04_bit
0x0F66       [0]    RXB0D05_bit
0x0F66       [0]    RXB0D06_bit
0x0F66       [1]    RXB0D0
0x0F66       [0]    RXB0D00_bit
0x0F66       [0]    RXB0D01_bit
0x0F67       [0]    RXB0D14_bit
0x0F67       [0]    RXB0D13_bit
0x0F67       [0]    RXB0D15_bit
0x0F67       [0]    RXB0D17_bit
0x0F67       [0]    RXB0D16_bit
0x0F67       [0]    RXB0D12_bit
0x0F67       [1]    RXB0D1
0x0F67       [0]    RXB0D10_bit
0x0F67       [0]    RXB0D11_bit
0x0F68       [0]    RXB0D24_bit
0x0F68       [0]    RXB0D23_bit
0x0F68       [0]    RXB0D25_bit
0x0F68       [0]    RXB0D26_bit
0x0F68       [0]    RXB0D27_bit
0x0F68       [0]    RXB0D20_bit
0x0F68       [1]    RXB0D2
0x0F68       [0]    RXB0D22_bit
0x0F68       [0]    RXB0D21_bit
0x0F69       [0]    RXB0D35_bit
0x0F69       [0]    RXB0D34_bit
0x0F69       [0]    RXB0D37_bit
0x0F69       [0]    RXB0D36_bit
0x0F69       [0]    RXB0D33_bit
0x0F69       [0]    RXB0D30_bit
0x0F69       [1]    RXB0D3
0x0F69       [0]    RXB0D32_bit
0x0F69       [0]    RXB0D31_bit
0x0F6A       [0]    RXB0D42_bit
0x0F6A       [0]    RXB0D43_bit
0x0F6A       [0]    RXB0D40_bit
0x0F6A       [0]    RXB0D41_bit
0x0F6A       [0]    RXB0D44_bit
0x0F6A       [0]    RXB0D47_bit
0x0F6A       [1]    RXB0D4
0x0F6A       [0]    RXB0D45_bit
0x0F6A       [0]    RXB0D46_bit
0x0F6B       [0]    RXB0D56_bit
0x0F6B       [0]    RXB0D55_bit
0x0F6B       [1]    RXB0D5
0x0F6B       [0]    RXB0D57_bit
0x0F6B       [0]    RXB0D50_bit
0x0F6B       [0]    RXB0D51_bit
0x0F6B       [0]    RXB0D52_bit
0x0F6B       [0]    RXB0D54_bit
0x0F6B       [0]    RXB0D53_bit
0x0F6C       [0]    RXB0D66_bit
0x0F6C       [0]    RXB0D67_bit
0x0F6C       [1]    RXB0D6
0x0F6C       [0]    RXB0D65_bit
0x0F6C       [0]    RXB0D62_bit
0x0F6C       [0]    RXB0D61_bit
0x0F6C       [0]    RXB0D60_bit
0x0F6C       [0]    RXB0D64_bit
0x0F6C       [0]    RXB0D63_bit
0x0F6D       [0]    RXB0D76_bit
0x0F6D       [0]    RXB0D77_bit
0x0F6D       [1]    RXB0D7
0x0F6D       [0]    RXB0D72_bit
0x0F6D       [0]    RXB0D71_bit
0x0F6D       [0]    RXB0D70_bit
0x0F6D       [0]    RXB0D75_bit
0x0F6D       [0]    RXB0D74_bit
0x0F6D       [0]    RXB0D73_bit
0x0F6E       [0]    EICODE3_bit
0x0F6E       [0]    EICODE2_bit
0x0F6E       [1]    CANSTAT
0x0F6E       [0]    EICODE4_bit
0x0F6E       [0]    ICODE3_CANSTAT_bit
0x0F6E       [0]    OPMODE0_bit
0x0F6E       [0]    ICODE1_CANSTAT_bit
0x0F6E       [0]    ICODE2_CANSTAT_bit
0x0F6E       [0]    OPMODE1_bit
0x0F6E       [0]    EICODE0_bit
0x0F6E       [0]    EICODE1_bit
0x0F6E       [0]    OPMODE2_bit
0x0F6F       [0]    FP2_bit
0x0F6F       [0]    FP3_bit
0x0F6F       [1]    CANCON
0x0F6F       [0]    FP1_bit
0x0F6F       [0]    WIN2_CANCON_bit
0x0F6F       [0]    ABAT_CANCON_bit
0x0F6F       [0]    WIN0_CANCON_bit
0x0F6F       [0]    WIN1_CANCON_bit
0x0F6F       [0]    REQOP2_CANCON_bit
0x0F6F       [0]    FP0_bit
0x0F6F       [0]    REQOP0_CANCON_bit
0x0F6F       [0]    REQOP1_CANCON_bit
0x0F70       [1]    BRGCON1
0x0F70       [0]    SJW1_bit
0x0F70       [0]    BRP2_bit
0x0F70       [0]    BRP3_bit
0x0F70       [0]    BRP0_bit
0x0F70       [0]    BRP1_bit
0x0F70       [0]    SJW0_bit
0x0F70       [0]    BRP5_bit
0x0F70       [0]    BRP4_bit
0x0F71       [1]    BRGCON2
0x0F71       [0]    SEG2PHT_bit
0x0F71       [0]    PRSEG2_bit
0x0F71       [0]    SEG1PH0_bit
0x0F71       [0]    PRSEG0_bit
0x0F71       [0]    PRSEG1_bit
0x0F71       [0]    SEG2PHTS_bit
0x0F71       [0]    SAM_bit
0x0F71       [0]    SEG1PH1_bit
0x0F71       [0]    SEG1PH2_bit
0x0F72       [1]    BRGCON3
0x0F72       [0]    SEG2PH2_bit
0x0F72       [0]    WAKFIL_bit
0x0F72       [0]    SEG2PH0_bit
0x0F72       [0]    SEG2PH1_bit
0x0F72       [0]    WAKDIS_bit
0x0F73       [1]    CIOCON
0x0F73       [0]    ENDRHI_bit
0x0F73       [0]    CANCAP_bit
0x0F74       [1]    COMSTAT
0x0F74       [0]    RXBP_bit
0x0F74       [0]    TXBP_bit
0x0F74       [0]    TXBO_bit
0x0F74       [0]    EWARN_bit
0x0F74       [0]    RXWARN_bit
0x0F74       [0]    TXWARN_bit
0x0F74       [0]    RXBnOVFL_bit
0x0F74       [0]    FIFOEMPTY_bit
0x0F74       [0]    RXB1OVFL_bit
0x0F74       [0]    RXB0OVFL_bit
0x0F75       [0]    REC6_bit
0x0F75       [0]    REC7_bit
0x0F75       [0]    REC2_bit
0x0F75       [0]    REC3_bit
0x0F75       [0]    REC0_bit
0x0F75       [0]    REC1_bit
0x0F75       [1]    RXERRCNT
0x0F75       [0]    REC5_bit
0x0F75       [0]    REC4_bit
0x0F76       [0]    TEC5_bit
0x0F76       [0]    TEC4_bit
0x0F76       [0]    TEC7_bit
0x0F76       [0]    TEC6_bit
0x0F76       [0]    TEC3_bit
0x0F76       [0]    TEC0_bit
0x0F76       [1]    TXERRCNT
0x0F76       [0]    TEC2_bit
0x0F76       [0]    TEC1_bit
0x0F77       [0]    FIFOWM_bit
0x0F77       [0]    EWIN4_bit
0x0F77       [0]    MDSEL0_bit
0x0F77       [0]    F__bit
0x0F77       [0]    MDSEL1_bit
0x0F77       [0]    EWIN0_bit
0x0F77       [1]    ECANCON
0x0F77       [0]    EWIN1_bit
0x0F77       [0]    EWIN3_bit
0x0F77       [0]    EWIN2_bit
0x0F80       [0]    AN2_bit
0x0F80       [0]    AN3_bit
0x0F80       [0]    AN0_bit
0x0F80       [0]    AN1_bit
0x0F80       [0]    CLKI_bit
0x0F80       [0]    CLKO_bit
0x0F80       [0]    LVDIN_bit
0x0F80       [0]    HLVDIN_bit
0x0F80       [0]    NOT_SS_bit
0x0F80       [0]    SS_bit
0x0F80       [0]    VREFP_bit
0x0F80       [0]    OSC2_bit
0x0F80       [0]    AN4_bit
0x0F80       [0]    T0CKI_bit
0x0F80       [0]    VREFM_bit
0x0F80       [0]    CVREF_bit
0x0F80       [0]    OSC1_bit
0x0F80       [0]    RA5_bit
0x0F80       [1]    PORTA
0x0F80       [0]    RA7_bit
0x0F80       [0]    RA6_bit
0x0F80       [0]    RA4_bit
0x0F80       [0]    RA1_bit
0x0F80       [0]    RA0_bit
0x0F80       [0]    RA3_bit
0x0F80       [0]    RA2_bit
0x0F81       [0]    KBI3_bit
0x0F81       [0]    KBI2_bit
0x0F81       [0]    INT0_bit
0x0F81       [0]    RB1_PORTB_bit
0x0F81       [0]    INT2_bit
0x0F81       [0]    INT1_bit
0x0F81       [0]    RB0_PORTB_bit
0x0F81       [0]    KBI0_bit
0x0F81       [0]    KBI1_bit
0x0F81       [1]    PORTB
0x0F81       [0]    CANRX_bit
0x0F81       [0]    RB7_bit
0x0F81       [0]    CANTX_bit
0x0F81       [0]    AN8_bit
0x0F81       [0]    FLT0_bit
0x0F81       [0]    AN9_bit
0x0F81       [0]    PGD_bit
0x0F81       [0]    PGC_bit
